Date,Start (ET),Visitor/Neutral,PTS,Home/Neutral,PTS,,,Attend.,Arena
Dec 27 2022,7:30p,Atlanta Hawks,114,Indiana Pacers,129,Box Score,,16738,Gainbridge Fieldhouse
Dec 27 2022,7:30p,Los Angeles Clippers,124,Toronto Raptors,113,Box Score,,19800,Scotiabank Arena
Dec 27 2022,8:00p,Phoenix Suns,125,Memphis Grizzlies,108,Box Score,,18239,FedEx Forum
Dec 27 2022,8:00p,San Antonio Spurs,114,Oklahoma City Thunder,130,Box Score,,16229,Paycom Center
Dec 27 2022,8:30p,New York Knicks,121,Dallas Mavericks,126,Box Score,OT,20377,American Airlines Center
Dec 27 2022,10:00p,Charlotte Hornets,105,Golden State Warriors,110,Box Score,,18064,Chase Center
Dec 27 2022,10:00p,Denver Nuggets,113,Sacramento Kings,106,Box Score,,17937,Golden 1 Center
Dec 28 2022,7:00p,Orlando Magic,101,Detroit Pistons,121,Box Score,,20190,Little Caesars Arena
Dec 28 2022,7:00p,Phoenix Suns,102,Washington Wizards,127,Box Score,,20476,Capital One Arena
Dec 28 2022,7:30p,Brooklyn Nets,108,Atlanta Hawks,107,Box Score,,18030,State Farm Arena
Dec 28 2022,7:30p,Los Angeles Lakers,98,Miami Heat,112,Box Score,,20221,FTX Arena
Dec 28 2022,8:00p,Milwaukee Bucks,113,Chicago Bulls,119,Box Score,OT,21537,United Center
Dec 28 2022,8:00p,Minnesota Timberwolves,118,New Orleans Pelicans,119,Box Score,,18669,Smoothie King Center
Dec 28 2022,10:00p,Utah Jazz,107,Golden State Warriors,112,Box Score,,18064,Chase Center
Dec 28 2022,10:00p,Denver Nuggets,126,Sacramento Kings,127,Box Score,,17985,Golden 1 Center
Dec 29 2022,7:00p,Oklahoma City Thunder,113,Charlotte Hornets,121,Box Score,,19425,Spectrum Center
Dec 29 2022,7:00p,Cleveland Cavaliers,126,Indiana Pacers,135,Box Score,,17274,Gainbridge Fieldhouse
Dec 29 2022,7:30p,Los Angeles Clippers,110,Boston Celtics,116,Box Score,,19156,TD Garden
Dec 29 2022,7:30p,Memphis Grizzlies,119,Toronto Raptors,106,Box Score,,19800,Scotiabank Arena
Dec 29 2022,8:00p,New York Knicks,115,San Antonio Spurs,122,Box Score,,18354,AT&T Center
Dec 29 2022,8:30p,Houston Rockets,114,Dallas Mavericks,129,Box Score,,20307,American Airlines Center
Dec 30 2022,7:00p,Washington Wizards,119,Orlando Magic,100,Box Score,,19040,Amway Center
Dec 30 2022,7:30p,Los Angeles Lakers,130,Atlanta Hawks,121,Box Score,,17984,State Farm Arena
Dec 30 2022,7:30p,Phoenix Suns,104,Toronto Raptors,113,Box Score,,19800,Scotiabank Arena
Dec 30 2022,8:00p,Detroit Pistons,118,Chicago Bulls,132,Box Score,,21667,United Center
Dec 30 2022,8:00p,Minnesota Timberwolves,114,Milwaukee Bucks,123,Box Score,,18018,Fiserv Forum
Dec 30 2022,8:30p,Philadelphia 76ers,116,New Orleans Pelicans,127,Box Score,,18656,Smoothie King Center
Dec 30 2022,9:00p,Miami Heat,119,Denver Nuggets,124,Box Score,,19638,Ball Arena
Dec 30 2022,10:00p,Portland Trail Blazers,112,Golden State Warriors,118,Box Score,,18064,Chase Center
Dec 30 2022,10:00p,Utah Jazz,125,Sacramento Kings,126,Box Score,,17946,Golden 1 Center
Dec 31 2022,3:00p,Los Angeles Clippers,130,Indiana Pacers,131,Box Score,,16731,Gainbridge Fieldhouse
Dec 31 2022,7:00p,Cleveland Cavaliers,103,Chicago Bulls,102,Box Score,,21524,United Center
Dec 31 2022,7:00p,Brooklyn Nets,123,Charlotte Hornets,106,Box Score,,19386,Spectrum Center
Dec 31 2022,7:00p,New York Knicks,108,Houston Rockets,88,Box Score,,18055,Toyota Center
Dec 31 2022,7:00p,Dallas Mavericks,126,San Antonio Spurs,125,Box Score,,18354,AT&T Center
Dec 31 2022,8:00p,New Orleans Pelicans,101,Memphis Grizzlies,116,Box Score,,17951,FedEx Forum
Dec 31 2022,8:00p,Detroit Pistons,116,Minnesota Timberwolves,104,Box Score,,16233,Target Center
Dec 31 2022,8:00p,Philadelphia 76ers,115,Oklahoma City Thunder,96,Box Score,,17147,Paycom Center
Dec 31 2022,9:00p,Miami Heat,126,Utah Jazz,123,Box Score,,18206,Vivint Arena
Jan 1 2023,8:00p,Boston Celtics,111,Denver Nuggets,123,Box Score,,19641,Ball Arena
Jan 1 2023,8:00p,Sacramento Kings,108,Memphis Grizzlies,118,Box Score,,17794,FedEx Forum
Jan 1 2023,8:00p,Washington Wizards,118,Milwaukee Bucks,95,Box Score,,17341,Fiserv Forum
Jan 2 2023,3:00p,Phoenix Suns,83,New York Knicks,102,Box Score,,19812,Madison Square Garden (IV)
Jan 2 2023,7:00p,Los Angeles Lakers,121,Charlotte Hornets,115,Box Score,,19210,Spectrum Center
Jan 2 2023,7:00p,Chicago Bulls,134,Cleveland Cavaliers,145,Box Score,OT,19432,Rocket Mortgage Fieldhouse
Jan 2 2023,7:00p,Toronto Raptors,114,Indiana Pacers,122,Box Score,,14054,Gainbridge Fieldhouse
Jan 2 2023,7:00p,New Orleans Pelicans,111,Philadelphia 76ers,120,Box Score,,20531,Wells Fargo Center
Jan 2 2023,7:30p,San Antonio Spurs,103,Brooklyn Nets,139,Box Score,,18224,Barclays Center
Jan 2 2023,8:00p,Dallas Mavericks,111,Houston Rockets,106,Box Score,,18055,Toyota Center
Jan 2 2023,8:00p,Denver Nuggets,111,Minnesota Timberwolves,124,Box Score,,15962,Target Center
Jan 2 2023,10:00p,Atlanta Hawks,141,Golden State Warriors,143,Box Score,2OT,18064,Chase Center
Jan 2 2023,10:00p,Detroit Pistons,106,Portland Trail Blazers,135,Box Score,,19393,Moda Center
Jan 2 2023,10:30p,Miami Heat,110,Los Angeles Clippers,100,Box Score,,19068,Crypto.com Arena
Jan 3 2023,8:00p,Washington Wizards,113,Milwaukee Bucks,123,Box Score,,17341,Fiserv Forum
Jan 3 2023,8:00p,Boston Celtics,117,Oklahoma City Thunder,150,Box Score,,16778,Paycom Center
Jan 3 2023,9:00p,Sacramento Kings,117,Utah Jazz,115,Box Score,,18206,Vivint Arena
Jan 4 2023,7:00p,Memphis Grizzlies,131,Charlotte Hornets,107,Box Score,,19249,Spectrum Center
Jan 4 2023,7:00p,Phoenix Suns,88,Cleveland Cavaliers,90,Box Score,,19432,Rocket Mortgage Fieldhouse
Jan 4 2023,7:00p,Oklahoma City Thunder,115,Orlando Magic,126,Box Score,,18925,Amway Center
Jan 4 2023,7:00p,Indiana Pacers,126,Philadelphia 76ers,129,Box Score,OT,20033,Wells Fargo Center
Jan 4 2023,7:30p,San Antonio Spurs,114,New York Knicks,117,Box Score,,19812,Madison Square Garden (IV)
Jan 4 2023,7:30p,Milwaukee Bucks,104,Toronto Raptors,101,Box Score,OT,19800,Scotiabank Arena
Jan 4 2023,8:00p,Brooklyn Nets,112,Chicago Bulls,121,Box Score,,21418,United Center
Jan 4 2023,8:00p,Portland Trail Blazers,106,Minnesota Timberwolves,113,Box Score,,15434,Target Center
Jan 4 2023,8:00p,Houston Rockets,108,New Orleans Pelicans,119,Box Score,,17295,Smoothie King Center
Jan 4 2023,10:00p,Detroit Pistons,122,Golden State Warriors,119,Box Score,,18064,Chase Center
Jan 4 2023,10:00p,Miami Heat,109,Los Angeles Lakers,112,Box Score,,18997,Crypto.com Arena
Jan 4 2023,10:00p,Atlanta Hawks,120,Sacramento Kings,117,Box Score,,17611,Golden 1 Center
Jan 5 2023,7:00p,Memphis Grizzlies,123,Orlando Magic,115,Box Score,,19184,Amway Center
Jan 5 2023,7:30p,Boston Celtics,124,Dallas Mavericks,95,Box Score,,20413,American Airlines Center
Jan 5 2023,8:00p,Utah Jazz,131,Houston Rockets,114,Box Score,,16320,Toyota Center
Jan 5 2023,10:00p,Los Angeles Clippers,91,Denver Nuggets,122,Box Score,,19087,Ball Arena
Jan 6 2023,7:00p,Portland Trail Blazers,99,Indiana Pacers,108,Box Score,,16548,Gainbridge Fieldhouse
Jan 6 2023,7:00p,Chicago Bulls,126,Philadelphia 76ers,112,Box Score,,20766,Wells Fargo Center
Jan 6 2023,7:30p,Brooklyn Nets,108,New Orleans Pelicans,102,Box Score,,18636,Smoothie King Center
Jan 6 2023,7:30p,New York Knicks,112,Toronto Raptors,108,Box Score,,19800,Scotiabank Arena
Jan 6 2023,8:00p,Charlotte Hornets,138,Milwaukee Bucks,109,Box Score,,17627,Fiserv Forum
Jan 6 2023,8:00p,Washington Wizards,110,Oklahoma City Thunder,127,Box Score,,14790,Paycom Center
Jan 6 2023,8:00p,Detroit Pistons,109,San Antonio Spurs,121,Box Score,,13107,AT&T Center
Jan 6 2023,9:00p,Cleveland Cavaliers,108,Denver Nuggets,121,Box Score,,19638,Ball Arena
Jan 6 2023,9:00p,Los Angeles Clippers,115,Minnesota Timberwolves,128,Box Score,,17136,Target Center
Jan 6 2023,10:00p,Miami Heat,104,Phoenix Suns,96,Box Score,,17071,Footprint Center
Jan 6 2023,10:30p,Atlanta Hawks,114,Los Angeles Lakers,130,Box Score,,18997,Crypto.com Arena
Jan 7 2023,6:00p,Boston Celtics,121,San Antonio Spurs,116,Box Score,,18354,AT&T Center
Jan 7 2023,8:00p,Utah Jazz,118,Chicago Bulls,126,Box Score,,21694,United Center
Jan 7 2023,8:00p,New Orleans Pelicans,117,Dallas Mavericks,127,Box Score,,20300,American Airlines Center
Jan 7 2023,8:30p,Orlando Magic,115,Golden State Warriors,101,Box Score,,18064,Chase Center
Jan 7 2023,10:00p,Los Angeles Lakers,136,Sacramento Kings,134,Box Score,,17611,Golden 1 Center
Jan 8 2023,3:00p,Philadelphia 76ers,123,Detroit Pistons,111,Box Score,,18898,Little Caesars Arena
Jan 8 2023,3:30p,Portland Trail Blazers,105,Toronto Raptors,117,Box Score,,19800,Scotiabank Arena
Jan 8 2023,5:00p,Charlotte Hornets,111,Indiana Pacers,116,Box Score,,15805,Gainbridge Fieldhouse
Jan 8 2023,6:00p,Utah Jazz,118,Memphis Grizzlies,123,Box Score,,17794,FedEx Forum
Jan 8 2023,6:00p,Brooklyn Nets,102,Miami Heat,101,Box Score,,19901,FTX Arena
Jan 8 2023,7:00p,Minnesota Timberwolves,104,Houston Rockets,96,Box Score,,18055,Toyota Center
Jan 8 2023,7:00p,Dallas Mavericks,109,Oklahoma City Thunder,120,Box Score,,16317,Paycom Center
Jan 8 2023,8:00p,Cleveland Cavaliers,112,Phoenix Suns,98,Box Score,,17071,Footprint Center
Jan 8 2023,9:00p,Atlanta Hawks,112,Los Angeles Clippers,108,Box Score,,19068,Crypto.com Arena
Jan 9 2023,7:00p,New Orleans Pelicans,132,Washington Wizards,112,Box Score,,16223,Capital One Arena
Jan 9 2023,7:30p,Chicago Bulls,99,Boston Celtics,107,Box Score,,19156,TD Garden
Jan 9 2023,7:30p,Milwaukee Bucks,111,New York Knicks,107,Box Score,,18167,Madison Square Garden (IV)
Jan 9 2023,8:00p,San Antonio Spurs,113,Memphis Grizzlies,121,Box Score,,16013,FedEx Forum
Jan 9 2023,9:00p,Los Angeles Lakers,109,Denver Nuggets,122,Box Score,,19609,Ball Arena
Jan 9 2023,10:00p,Orlando Magic,111,Sacramento Kings,136,Box Score,,16499,Golden 1 Center
Jan 10 2023,7:00p,Detroit Pistons,116,Philadelphia 76ers,147,Box Score,,20221,Wells Fargo Center
Jan 10 2023,7:30p,Oklahoma City Thunder,111,Miami Heat,112,Box Score,,19600,FTX Arena
Jan 10 2023,7:30p,Charlotte Hornets,120,Toronto Raptors,132,Box Score,,19800,Scotiabank Arena
Jan 10 2023,9:00p,Cleveland Cavaliers,114,Utah Jazz,116,Box Score,,18206,Vivint Arena
Jan 10 2023,10:00p,Phoenix Suns,125,Golden State Warriors,113,Box Score,,18064,Chase Center
Jan 10 2023,10:00p,Orlando Magic,109,Portland Trail Blazers,106,Box Score,,18176,Moda Center
Jan 10 2023,10:30p,Dallas Mavericks,101,Los Angeles Clippers,113,Box Score,,15828,Crypto.com Arena
Jan 11 2023,7:00p,Minnesota Timberwolves,118,Detroit Pistons,135,Box Score,,15906,Little Caesars Arena
Jan 11 2023,7:00p,Chicago Bulls,97,Washington Wizards,100,Box Score,,17032,Capital One Arena
Jan 11 2023,7:30p,Milwaukee Bucks,114,Atlanta Hawks,105,Box Score,,17154,State Farm Arena
Jan 11 2023,7:30p,New Orleans Pelicans,114,Boston Celtics,125,Box Score,,19156,TD Garden
Jan 11 2023,7:30p,Indiana Pacers,113,New York Knicks,119,Box Score,,18249,Madison Square Garden (IV)
Jan 11 2023,8:00p,San Antonio Spurs,129,Memphis Grizzlies,135,Box Score,,16454,FedEx Forum
Jan 11 2023,10:00p,Phoenix Suns,97,Denver Nuggets,126,Box Score,,18872,Ball Arena
Jan 11 2023,10:00p,Houston Rockets,115,Sacramento Kings,135,Box Score,,16057,Golden 1 Center
Jan 12 2023,7:00p,Oklahoma City Thunder,133,Philadelphia 76ers,114,Box Score,,20892,Wells Fargo Center
Jan 12 2023,7:30p,Boston Celtics,109,Brooklyn Nets,98,Box Score,,18125,Barclays Center
Jan 12 2023,7:30p,Milwaukee Bucks,102,Miami Heat,108,Box Score,,19600,FTX Arena
Jan 12 2023,7:30p,Charlotte Hornets,114,Toronto Raptors,124,Box Score,,19800,Scotiabank Arena
Jan 12 2023,10:00p,Dallas Mavericks,119,Los Angeles Lakers,115,Box Score,2OT,18997,Crypto.com Arena
Jan 12 2023,10:00p,Cleveland Cavaliers,119,Portland Trail Blazers,113,Box Score,,18105,Moda Center
Jan 13 2023,7:00p,New Orleans Pelicans,116,Detroit Pistons,110,Box Score,,18989,Little Caesars Arena
Jan 13 2023,7:00p,Atlanta Hawks,113,Indiana Pacers,111,Box Score,,16071,Gainbridge Fieldhouse
Jan 13 2023,7:00p,New York Knicks,112,Washington Wizards,108,Box Score,,20476,Capital One Arena
Jan 13 2023,7:30p,Golden State Warriors,144,San Antonio Spurs,113,Box Score,,68323,
Jan 13 2023,8:00p,Oklahoma City Thunder,124,Chicago Bulls,110,Box Score,,21342,United Center
Jan 13 2023,8:00p,Phoenix Suns,116,Minnesota Timberwolves,121,Box Score,,16460,Target Center
Jan 13 2023,9:00p,Orlando Magic,108,Utah Jazz,112,Box Score,,18206,Vivint Arena
Jan 13 2023,10:00p,Denver Nuggets,115,Los Angeles Clippers,103,Box Score,,16005,Crypto.com Arena
Jan 13 2023,10:00p,Houston Rockets,114,Sacramento Kings,139,Box Score,,17894,Golden 1 Center
Jan 14 2023,1:00p,Milwaukee Bucks,95,Miami Heat,111,Box Score,,19620,FTX Arena
Jan 14 2023,7:00p,Boston Celtics,122,Charlotte Hornets,106,Box Score,,19608,Spectrum Center
Jan 14 2023,7:00p,Memphis Grizzlies,130,Indiana Pacers,112,Box Score,,17274,Gainbridge Fieldhouse
Jan 14 2023,7:30p,Atlanta Hawks,114,Toronto Raptors,103,Box Score,,19800,Scotiabank Arena
Jan 14 2023,8:00p,Cleveland Cavaliers,102,Minnesota Timberwolves,110,Box Score,,17136,Target Center
Jan 14 2023,9:00p,Philadelphia 76ers,118,Utah Jazz,117,Box Score,,18206,Vivint Arena
Jan 14 2023,10:00p,Dallas Mavericks,119,Portland Trail Blazers,136,Box Score,,19393,Moda Center
Jan 15 2023,1:00p,New York Knicks,117,Detroit Pistons,104,Box Score,,19894,Little Caesars Arena
Jan 15 2023,3:00p,Houston Rockets,100,Los Angeles Clippers,121,Box Score,,17238,Crypto.com Arena
Jan 15 2023,3:30p,Golden State Warriors,118,Chicago Bulls,132,Box Score,,20139,United Center
Jan 15 2023,6:00p,Oklahoma City Thunder,112,Brooklyn Nets,102,Box Score,,18165,Barclays Center
Jan 15 2023,7:00p,Sacramento Kings,132,San Antonio Spurs,119,Box Score,,12339,AT&T Center
Jan 15 2023,8:00p,Orlando Magic,116,Denver Nuggets,119,Box Score,,19641,Ball Arena
Jan 15 2023,9:00p,Dallas Mavericks,123,Portland Trail Blazers,140,Box Score,,19393,Moda Center
Jan 15 2023,9:30p,Philadelphia 76ers,113,Los Angeles Lakers,112,Box Score,,18020,Crypto.com Arena
Jan 16 2023,1:00p,Boston Celtics,130,Charlotte Hornets,118,Box Score,,19227,Spectrum Center
Jan 16 2023,2:30p,Indiana Pacers,119,Milwaukee Bucks,132,Box Score,,17412,Fiserv Forum
Jan 16 2023,3:00p,New Orleans Pelicans,103,Cleveland Cavaliers,113,Box Score,,19432,Rocket Mortgage Fieldhouse
Jan 16 2023,3:00p,Toronto Raptors,123,New York Knicks,121,Box Score,OT,19812,Madison Square Garden (IV)
Jan 16 2023,3:00p,Golden State Warriors,127,Washington Wizards,118,Box Score,,20476,Capital One Arena
Jan 16 2023,3:30p,Miami Heat,113,Atlanta Hawks,121,Box Score,,18007,State Farm Arena
Jan 16 2023,4:00p,Utah Jazz,126,Minnesota Timberwolves,125,Box Score,,16477,Target Center
Jan 16 2023,6:00p,Phoenix Suns,106,Memphis Grizzlies,136,Box Score,,17794,FedEx Forum
Jan 16 2023,10:30p,Houston Rockets,132,Los Angeles Lakers,140,Box Score,,17657,Crypto.com Arena
Jan 17 2023,7:30p,Toronto Raptors,122,Milwaukee Bucks,130,Box Score,,17341,Fiserv Forum
Jan 17 2023,8:00p,Brooklyn Nets,98,San Antonio Spurs,106,Box Score,,13532,AT&T Center
Jan 17 2023,9:00p,Portland Trail Blazers,113,Denver Nuggets,122,Box Score,,18258,Ball Arena
Jan 17 2023,10:00p,Philadelphia 76ers,120,Los Angeles Clippers,110,Box Score,,15155,Crypto.com Arena
Jan 18 2023,7:30p,Atlanta Hawks,130,Dallas Mavericks,122,Box Score,,20125,American Airlines Center
Jan 18 2023,7:30p,Washington Wizards,116,New York Knicks,105,Box Score,,19164,Madison Square Garden (IV)
Jan 18 2023,8:00p,Charlotte Hornets,122,Houston Rockets,117,Box Score,,15678,Toyota Center
Jan 18 2023,8:00p,Cleveland Cavaliers,114,Memphis Grizzlies,115,Box Score,,16892,FedEx Forum
Jan 18 2023,8:00p,Miami Heat,124,New Orleans Pelicans,98,Box Score,,17736,Smoothie King Center
Jan 18 2023,8:00p,Indiana Pacers,106,Oklahoma City Thunder,126,Box Score,,14748,Paycom Center
Jan 18 2023,9:00p,Los Angeles Clippers,103,Utah Jazz,126,Box Score,,18206,Vivint Arena
Jan 18 2023,10:00p,Minnesota Timberwolves,118,Denver Nuggets,122,Box Score,,16112,Ball Arena
Jan 18 2023,10:30p,Sacramento Kings,116,Los Angeles Lakers,111,Box Score,,18142,Crypto.com Arena
Jan 19 2023,3:00p,Chicago Bulls,126,Detroit Pistons,108,Box Score,,15885,AccorHotels Arena
Jan 19 2023,7:30p,Golden State Warriors,118,Boston Celtics,121,Box Score,OT,19156,TD Garden
Jan 19 2023,8:00p,Toronto Raptors,126,Minnesota Timberwolves,128,Box Score,,16318,Target Center
Jan 19 2023,10:00p,Brooklyn Nets,112,Phoenix Suns,117,Box Score,,17071,Footprint Center
Jan 19 2023,10:00p,Philadelphia 76ers,105,Portland Trail Blazers,95,Box Score,,18113,Moda Center
Jan 20 2023,7:00p,New Orleans Pelicans,110,Orlando Magic,123,Box Score,,19025,Amway Center
Jan 20 2023,7:30p,New York Knicks,124,Atlanta Hawks,139,Box Score,,17711,State Farm Arena
Jan 20 2023,7:30p,Golden State Warriors,120,Cleveland Cavaliers,114,Box Score,,19432,Rocket Mortgage Fieldhouse
Jan 20 2023,7:30p,Miami Heat,90,Dallas Mavericks,115,Box Score,,20326,American Airlines Center
Jan 20 2023,8:00p,Los Angeles Clippers,131,San Antonio Spurs,126,Box Score,,15190,AT&T Center
Jan 20 2023,9:00p,Indiana Pacers,111,Denver Nuggets,134,Box Score,,19609,Ball Arena
Jan 20 2023,9:00p,Brooklyn Nets,117,Utah Jazz,106,Box Score,,18206,Vivint Arena
Jan 20 2023,10:00p,Memphis Grizzlies,121,Los Angeles Lakers,122,Box Score,,18997,Crypto.com Arena
Jan 20 2023,10:00p,Oklahoma City Thunder,113,Sacramento Kings,118,Box Score,,17932,Golden 1 Center
Jan 21 2023,5:00p,Boston Celtics,106,Toronto Raptors,104,Box Score,,19800,Scotiabank Arena
Jan 21 2023,7:00p,Orlando Magic,118,Washington Wizards,138,Box Score,,18171,Capital One Arena
Jan 21 2023,7:30p,Charlotte Hornets,122,Atlanta Hawks,118,Box Score,,17928,State Farm Arena
Jan 21 2023,7:30p,Milwaukee Bucks,102,Cleveland Cavaliers,114,Box Score,,19432,Rocket Mortgage Fieldhouse
Jan 21 2023,8:00p,Houston Rockets,104,Minnesota Timberwolves,113,Box Score,,17136,Target Center
Jan 21 2023,9:00p,Indiana Pacers,107,Phoenix Suns,112,Box Score,,17071,Footprint Center
Jan 21 2023,10:00p,Philadelphia 76ers,129,Sacramento Kings,127,Box Score,,17861,Golden 1 Center
Jan 22 2023,2:30p,Los Angeles Clippers,112,Dallas Mavericks,98,Box Score,,20026,American Airlines Center
Jan 22 2023,3:30p,New Orleans Pelicans,96,Miami Heat,100,Box Score,,19600,FTX Arena
Jan 22 2023,6:00p,New York Knicks,116,Toronto Raptors,125,Box Score,,19261,Scotiabank Arena
Jan 22 2023,8:00p,Oklahoma City Thunder,101,Denver Nuggets,99,Box Score,,19557,Ball Arena
Jan 22 2023,8:00p,Memphis Grizzlies,110,Phoenix Suns,112,Box Score,,17071,Footprint Center
Jan 22 2023,8:30p,Brooklyn Nets,120,Golden State Warriors,116,Box Score,,18064,Chase Center
Jan 22 2023,9:00p,Los Angeles Lakers,121,Portland Trail Blazers,112,Box Score,,19393,Moda Center
Jan 23 2023,7:00p,Milwaukee Bucks,150,Detroit Pistons,130,Box Score,,18011,Little Caesars Arena
Jan 23 2023,7:00p,Boston Celtics,98,Orlando Magic,113,Box Score,,19196,Amway Center
Jan 23 2023,8:00p,Atlanta Hawks,100,Chicago Bulls,111,Box Score,,20938,United Center
Jan 23 2023,8:00p,Minnesota Timberwolves,114,Houston Rockets,119,Box Score,,13811,Toyota Center
Jan 23 2023,9:00p,Charlotte Hornets,102,Utah Jazz,120,Box Score,,18206,Vivint Arena
Jan 23 2023,10:00p,San Antonio Spurs,127,Portland Trail Blazers,147,Box Score,,17874,Moda Center
Jan 23 2023,10:30p,Memphis Grizzlies,100,Sacramento Kings,133,Box Score,,17821,Golden 1 Center
Jan 24 2023,7:00p,Chicago Bulls,110,Indiana Pacers,116,Box Score,,16102,Gainbridge Fieldhouse
Jan 24 2023,7:30p,Boston Celtics,95,Miami Heat,98,Box Score,,19705,FTX Arena
Jan 24 2023,7:30p,Cleveland Cavaliers,103,New York Knicks,105,Box Score,,19812,Madison Square Garden (IV)
Jan 24 2023,8:00p,Denver Nuggets,99,New Orleans Pelicans,98,Box Score,,14699,Smoothie King Center
Jan 24 2023,8:30p,Washington Wizards,127,Dallas Mavericks,126,Box Score,,20077,American Airlines Center
Jan 24 2023,9:00p,Charlotte Hornets,97,Phoenix Suns,128,Box Score,,17071,Footprint Center
Jan 24 2023,10:00p,Los Angeles Clippers,133,Los Angeles Lakers,115,Box Score,,17604,Crypto.com Arena
Jan 25 2023,7:00p,Indiana Pacers,120,Orlando Magic,126,Box Score,,18846,Amway Center
Jan 25 2023,7:30p,Brooklyn Nets,133,Philadelphia 76ers,137,Box Score,,19772,Wells Fargo Center
Jan 25 2023,8:00p,Washington Wizards,108,Houston Rockets,103,Box Score,,15302,Toyota Center
Jan 25 2023,8:00p,Denver Nuggets,99,Milwaukee Bucks,107,Box Score,,17352,Fiserv Forum
Jan 25 2023,8:00p,Minnesota Timberwolves,111,New Orleans Pelicans,102,Box Score,,14887,Smoothie King Center
Jan 25 2023,8:00p,Atlanta Hawks,137,Oklahoma City Thunder,132,Box Score,,15079,Paycom Center
Jan 25 2023,10:00p,Memphis Grizzlies,120,Golden State Warriors,122,Box Score,,18064,Chase Center
Jan 25 2023,10:00p,Utah Jazz,124,Portland Trail Blazers,134,Box Score,,18154,Moda Center
Jan 25 2023,10:00p,Toronto Raptors,113,Sacramento Kings,95,Box Score,,17767,Golden 1 Center
Jan 25 2023,10:30p,San Antonio Spurs,104,Los Angeles Lakers,113,Box Score,,17955,Crypto.com Arena
Jan 26 2023,7:30p,New York Knicks,120,Boston Celtics,117,Box Score,OT,19156,TD Garden
Jan 26 2023,7:30p,Detroit Pistons,130,Brooklyn Nets,122,Box Score,,17732,Barclays Center
Jan 26 2023,7:30p,Chicago Bulls,96,Charlotte Hornets,111,Box Score,,17697,Spectrum Center
Jan 26 2023,8:00p,Cleveland Cavaliers,113,Houston Rockets,95,Box Score,,16327,Toyota Center
Jan 26 2023,10:00p,Dallas Mavericks,99,Phoenix Suns,95,Box Score,,17071,Footprint Center
Jan 26 2023,10:30p,San Antonio Spurs,100,Los Angeles Clippers,138,Box Score,,16958,Crypto.com Arena
Jan 27 2023,7:00p,Milwaukee Bucks,141,Indiana Pacers,131,Box Score,,16090,Gainbridge Fieldhouse
Jan 27 2023,7:30p,Memphis Grizzlies,100,Minnesota Timberwolves,111,Box Score,,17136,Target Center
Jan 27 2023,8:00p,Orlando Magic,105,Miami Heat,110,Box Score,,19788,FTX Arena
Jan 27 2023,8:00p,Cleveland Cavaliers,100,Oklahoma City Thunder,112,Box Score,,16236,Paycom Center
Jan 27 2023,10:00p,Toronto Raptors,117,Golden State Warriors,129,Box Score,,18064,Chase Center
Jan 28 2023,3:00p,Denver Nuggets,119,Philadelphia 76ers,126,Box Score,,21255,Wells Fargo Center
Jan 28 2023,5:30p,New York Knicks,115,Brooklyn Nets,122,Box Score,,18100,Barclays Center
Jan 28 2023,7:00p,Houston Rockets,117,Detroit Pistons,114,Box Score,,19411,Little Caesars Arena
Jan 28 2023,7:00p,Chicago Bulls,128,Orlando Magic,109,Box Score,,18846,Amway Center
Jan 28 2023,7:30p,Los Angeles Clippers,120,Atlanta Hawks,113,Box Score,,18448,State Farm Arena
Jan 28 2023,8:00p,Sacramento Kings,110,Minnesota Timberwolves,117,Box Score,,17136,Target Center
Jan 28 2023,8:00p,Washington Wizards,113,New Orleans Pelicans,103,Box Score,,17692,Smoothie King Center
Jan 28 2023,8:00p,Phoenix Suns,128,San Antonio Spurs,118,Box Score,OT,18354,AT&T Center
Jan 28 2023,8:30p,Los Angeles Lakers,121,Boston Celtics,125,Box Score,OT,19156,TD Garden
Jan 28 2023,9:00p,Dallas Mavericks,100,Utah Jazz,108,Box Score,,18206,Vivint Arena
Jan 28 2023,10:00p,Toronto Raptors,123,Portland Trail Blazers,105,Box Score,,19393,Moda Center
Jan 29 2023,1:00p,Miami Heat,117,Charlotte Hornets,122,Box Score,,19254,Spectrum Center
Jan 29 2023,6:00p,Indiana Pacers,100,Memphis Grizzlies,112,Box Score,,17794,FedEx Forum
Jan 29 2023,7:00p,Los Angeles Clippers,99,Cleveland Cavaliers,122,Box Score,,19432,Rocket Mortgage Fieldhouse
Jan 29 2023,8:00p,New Orleans Pelicans,110,Milwaukee Bucks,135,Box Score,,17341,Fiserv Forum
Jan 30 2023,7:00p,Orlando Magic,119,Philadelphia 76ers,109,Box Score,,19812,Wells Fargo Center
Jan 30 2023,7:30p,Los Angeles Lakers,104,Brooklyn Nets,121,Box Score,,17924,Barclays Center
Jan 30 2023,8:00p,Sacramento Kings,118,Minnesota Timberwolves,111,Box Score,OT,15342,Target Center
Jan 30 2023,8:00p,Golden State Warriors,128,Oklahoma City Thunder,120,Box Score,,16854,Paycom Center
Jan 30 2023,8:00p,Washington Wizards,127,San Antonio Spurs,106,Box Score,,11970,AT&T Center
Jan 30 2023,8:30p,Detroit Pistons,105,Dallas Mavericks,111,Box Score,,19777,American Airlines Center
Jan 30 2023,9:00p,Toronto Raptors,106,Phoenix Suns,114,Box Score,,17071,Footprint Center
